Image,x1,y1,x2,y2,ClassNo,Test,Class,Make,Model,Type,Year,img_h,img_w,channels
013597.jpg,96,8,401,328,166,0,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,333,500,3
013598.jpg,6,1,613,447,166,0,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,462,616,3
013599.jpg,103,69,535,441,166,0,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,480,640,3
013600.jpg,78,31,570,419,166,0,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,480,640,3
013601.jpg,55,109,957,702,166,0,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,768,1024,3
013602.jpg,49,34,751,501,166,0,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,600,800,3
013603.jpg,68,102,463,430,166,0,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,467,700,3
013604.jpg,104,1,533,476,166,0,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,480,640,3
013605.jpg,44,88,538,432,166,0,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,450,550,3
013606.jpg,14,41,547,343,166,0,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,370,555,3
013607.jpg,224,241,478,422,166,0,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,450,600,3
013608.jpg,208,47,483,364,166,0,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,450,550,3
013609.jpg,80,90,549,403,166,0,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,480,640,3
013610.jpg,59,62,1435,916,166,0,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,994,1500,3
013611.jpg,83,67,504,309,166,0,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,432,576,3
013612.jpg,114,48,570,450,166,0,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,480,640,3
013613.jpg,65,41,546,452,166,0,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,480,640,3
013614.jpg,36,21,639,480,166,0,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,480,640,3
013615.jpg,48,236,498,449,166,0,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,480,640,3
013616.jpg,63,81,771,552,166,0,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,600,800,3
013617.jpg,1,46,799,511,166,0,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,600,800,3
013618.jpg,109,196,1483,1087,166,0,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,1200,1600,3
013619.jpg,167,54,610,551,166,0,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,600,800,3
013620.jpg,433,262,1339,985,166,0,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,1200,1920,3
013621.jpg,62,9,682,427,166,0,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,440,730,3
013622.jpg,26,64,574,431,166,0,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,480,640,3
013623.jpg,101,65,545,410,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,480,640,3
013624.jpg,62,3,639,480,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,480,640,3
013625.jpg,17,1,486,312,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,315,500,3
013626.jpg,177,93,596,434,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,480,640,3
013627.jpg,47,61,617,433,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,480,640,3
013628.jpg,150,35,613,509,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,533,800,3
013629.jpg,156,140,427,290,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,333,500,3
013630.jpg,170,218,1954,1509,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,1575,2100,3
013631.jpg,24,114,618,365,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,480,640,3
013632.jpg,75,80,559,443,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,480,640,3
013633.jpg,92,1,498,449,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,453,604,3
013634.jpg,35,124,533,318,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,450,550,3
013635.jpg,33,1,638,480,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,480,640,3
013636.jpg,57,25,471,299,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,318,520,3
013637.jpg,42,24,302,317,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,333,500,3
013638.jpg,133,107,547,396,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,450,600,3
013639.jpg,55,89,548,373,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,405,590,3
013640.jpg,74,77,419,279,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,317,500,3
013641.jpg,57,50,526,344,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,388,600,3
013642.jpg,18,1,578,474,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,480,640,3
013643.jpg,168,44,612,562,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,600,800,3
013644.jpg,4,81,500,302,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,315,500,3
013645.jpg,257,2,612,315,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,377,760,3
013646.jpg,42,148,512,375,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,450,550,3
013647.jpg,149,1,988,727,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,768,1024,3
013648.jpg,8,74,600,357,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,480,640,3
013649.jpg,118,29,520,397,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,413,620,3
013650.jpg,183,137,494,344,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,426,640,3
013651.jpg,258,183,779,587,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,768,1024,3
013652.jpg,160,49,898,694,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,768,1024,3
013653.jpg,12,35,548,366,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,397,570,3
013654.jpg,2,5,627,450,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,480,640,3
013655.jpg,21,34,456,294,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,333,500,3
013656.jpg,66,102,549,327,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,450,550,3
013657.jpg,171,289,1893,1113,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,1386,2100,3
013658.jpg,109,66,907,723,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,768,1024,3
013659.jpg,62,51,594,452,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,480,640,3
013660.jpg,68,52,576,399,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,427,640,3
013661.jpg,21,60,617,434,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,480,640,3
013662.jpg,120,105,576,414,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,480,640,3
013663.jpg,75,173,521,387,166,1,Mercedes-Benz Sprinter Van 2012,Mercedes-Benz,Sprinter,Van,2012,480,640,3
013664.jpg,354,722,1185,1095,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,1280,1920,3
013665.jpg,249,154,981,569,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,767,1023,3
013666.jpg,1,317,1280,945,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,1024,1280,3
013667.jpg,184,209,1227,727,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,900,1600,3
013668.jpg,87,248,867,586,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,681,1024,3
013669.jpg,283,189,607,436,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,575,920,3
013670.jpg,53,275,2769,1378,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,1476,2816,3
013671.jpg,576,466,2994,1953,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,2448,3264,3
013672.jpg,32,28,730,512,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,542,800,3
013673.jpg,231,143,933,572,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,683,1024,3
013674.jpg,108,591,1127,1107,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,1650,1228,3
013675.jpg,20,126,1269,771,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,843,1280,3
013676.jpg,75,198,816,627,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,683,1024,3
013677.jpg,102,237,934,644,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,768,1024,3
013678.jpg,61,211,859,620,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,683,1024,3
013679.jpg,68,197,1238,721,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,852,1280,3
013680.jpg,578,169,1427,925,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,1080,1921,3
013681.jpg,68,191,946,646,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,768,1024,3
013682.jpg,47,185,999,696,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,768,1024,3
013683.jpg,94,385,1399,1071,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,1200,1600,3
013684.jpg,193,197,1023,751,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,768,1024,3
013685.jpg,180,43,870,713,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,768,1024,3
013686.jpg,41,110,1005,637,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,768,1024,3
013687.jpg,193,209,1347,875,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,1200,1600,3
013688.jpg,85,237,1561,1052,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,1200,1600,3
013689.jpg,109,224,890,619,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,768,1024,3
013690.jpg,55,130,989,713,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,768,1024,3
013691.jpg,91,197,949,606,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,768,1024,3
013692.jpg,78,126,965,721,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,768,1024,3
013693.jpg,62,256,1004,606,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,768,1024,3
013694.jpg,299,285,988,542,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,768,1024,3
013695.jpg,288,198,1645,874,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,1050,1680,3
013696.jpg,213,307,763,557,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,704,939,3
013697.jpg,61,178,1240,1066,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,1200,1600,3
013698.jpg,603,287,1435,711,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,1080,1920,3
013699.jpg,9,147,1022,612,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,768,1024,3
013700.jpg,126,234,809,509,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,683,1024,3
013701.jpg,27,131,957,591,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,695,1024,3
013702.jpg,81,157,862,599,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,693,924,3
013703.jpg,26,185,764,610,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,675,900,3
013704.jpg,187,133,1504,891,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,1050,1680,3
013705.jpg,272,358,1043,949,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,1014,1920,3
013706.jpg,165,318,1135,923,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,1024,1280,3
013707.jpg,168,288,1125,704,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,800,1280,3
013708.jpg,59,291,963,640,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,682,1024,3
013709.jpg,36,122,3433,1518,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,1560,3474,3
013710.jpg,200,150,901,515,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,682,1023,3
013711.jpg,200,96,899,654,167,0,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,706,1000,3
013712.jpg,213,158,906,618,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,772,1126,3
013713.jpg,166,28,642,483,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,533,800,3
013714.jpg,138,275,1137,865,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,1024,1280,3
013715.jpg,41,95,1017,583,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,768,1024,3
013716.jpg,30,152,980,503,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,682,1024,3
013717.jpg,61,122,946,652,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,768,1024,3
013718.jpg,53,105,892,604,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,768,1024,3
013719.jpg,43,141,997,642,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,768,1024,3
013720.jpg,31,66,1321,916,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,1000,1333,3
013721.jpg,25,123,1112,719,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,960,1280,3
013722.jpg,18,45,980,596,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,768,1024,3
013723.jpg,123,44,830,557,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,658,1024,3
013724.jpg,1,1,1543,953,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,1067,1600,3
013725.jpg,165,255,1390,968,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,1200,1600,3
013726.jpg,1048,594,1827,981,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,1200,1920,3
013727.jpg,28,99,1007,744,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,768,1024,3
013728.jpg,32,427,3902,2308,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,3096,4128,3
013729.jpg,7,112,1009,767,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,768,1024,3
013730.jpg,84,81,1158,514,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,851,1280,3
013731.jpg,47,143,992,679,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,768,1024,3
013732.jpg,471,342,1510,902,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,1050,1680,3
013733.jpg,157,54,1242,828,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,944,1417,3
013734.jpg,1,18,449,728,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,853,1280,3
013735.jpg,205,169,1155,657,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,800,1280,3
013736.jpg,27,93,1011,695,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,768,1024,3
013737.jpg,54,44,1227,750,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,782,1280,3
013738.jpg,319,181,1519,988,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,1200,1600,3
013739.jpg,55,347,1220,810,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,1024,1280,3
013740.jpg,18,137,988,686,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,768,1024,3
013741.jpg,77,109,1411,825,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,900,1600,3
013742.jpg,203,420,1232,975,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,1067,1600,3
013743.jpg,73,84,944,590,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,682,1036,3
013744.jpg,377,200,1313,823,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,1075,1433,3
013745.jpg,16,178,792,571,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,600,800,3
013746.jpg,35,251,1001,1114,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,1370,1023,3
013747.jpg,136,415,1552,958,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,1050,1680,3
013748.jpg,68,136,981,539,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,683,1024,3
013749.jpg,84,120,745,463,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,533,800,3
013750.jpg,39,110,2235,1282,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,1356,2244,3
013751.jpg,220,101,1391,857,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,900,1600,3
013752.jpg,219,121,1021,666,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,768,1152,3
013753.jpg,225,120,1116,805,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,944,1417,3
013754.jpg,63,71,969,619,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,680,1021,3
013755.jpg,73,256,1437,983,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,1064,1596,3
013756.jpg,34,203,736,570,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,703,1024,3
013757.jpg,71,71,1931,1224,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,1313,1993,3
013758.jpg,162,160,1201,609,167,1,Mitsubishi Lancer Sedan 2012,Mitsubishi,Lancer,Sedan,2012,689,1601,3
013759.jpg,167,113,548,378,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,510,680,3
013760.jpg,143,85,482,373,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,419,851,3
013761.jpg,68,398,634,603,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,691,1366,3
013762.jpg,62,57,575,435,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,480,640,3
013763.jpg,95,194,505,464,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,469,750,3
013764.jpg,219,213,1156,543,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,555,1367,3
013765.jpg,54,181,417,344,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,426,640,3
013766.jpg,205,192,617,352,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,492,786,3
013767.jpg,82,123,573,371,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,416,625,3
013768.jpg,245,235,560,414,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,439,650,3
013769.jpg,2,190,371,490,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,532,800,3
013770.jpg,32,80,615,421,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,480,640,3
013771.jpg,590,243,1455,829,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,938,1500,3
013772.jpg,34,88,968,640,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,667,1000,3
013773.jpg,59,57,625,457,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,480,640,3
013774.jpg,124,75,1069,673,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,675,1200,3
013775.jpg,60,183,502,532,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,533,800,3
013776.jpg,42,80,727,420,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,454,792,3
013777.jpg,85,98,569,309,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,385,628,3
013778.jpg,185,123,503,359,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,480,640,3
013779.jpg,270,228,727,416,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,469,750,3
013780.jpg,305,270,1439,959,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,1067,1600,3
013781.jpg,103,262,604,445,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,476,714,3
013782.jpg,25,156,610,363,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,418,630,3
013783.jpg,300,172,721,457,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,492,786,3
013784.jpg,120,105,1211,766,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,852,1280,3
013785.jpg,133,219,1547,962,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,1113,1700,3
013786.jpg,83,68,551,237,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,240,650,3
013787.jpg,22,59,626,412,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,426,640,3
013788.jpg,119,186,507,381,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,480,640,3
013789.jpg,73,56,591,395,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,480,640,3
013790.jpg,98,2,554,422,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,480,640,3
013791.jpg,63,85,587,394,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,418,635,3
013792.jpg,213,31,842,397,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,415,900,3
013793.jpg,23,4,641,339,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,366,650,3
013794.jpg,59,106,581,309,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,353,630,3
013795.jpg,72,89,568,274,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,297,654,3
013796.jpg,1,550,2320,2506,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,3232,2408,3
013797.jpg,47,74,595,352,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,402,628,3
013798.jpg,155,242,954,653,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,683,1024,3
013799.jpg,1,26,570,336,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,469,750,3
013800.jpg,51,120,683,378,168,0,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,440,730,3
013801.jpg,104,249,754,578,168,1,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,720,1080,3
013802.jpg,349,233,838,409,168,1,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,595,892,3
013803.jpg,39,72,596,350,168,1,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,423,640,3
013804.jpg,16,100,590,329,168,1,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,468,625,3
013805.jpg,175,110,591,347,168,1,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,427,640,3
013806.jpg,168,20,834,436,168,1,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,547,1024,3
013807.jpg,28,39,446,228,168,1,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,238,628,3
013808.jpg,7,257,1191,771,168,1,Nissan Leaf Hatchback 2012,Nissan,Leaf,Hatchback,2012,800,1200,3
